tmax,tmin,station,date
33.5,13.9,MAR DEL PLATA AERO,2019-01-22
33.7,19.8,MARCOS JUAREZ AERO,2019-01-22
32.5,19,MARIANO MORENO AERO,2019-01-22
36.5,21.2,MENDOZA AERO,2019-01-22
35.5,19.3,MENDOZA OBSERVATORIO,2019-01-22
35.2,21,MERCEDES AERO (CTES),2019-01-22
33.2,21,MERLO AERO,2019-01-22
34.8,20,METAN,2019-01-22
33.2,20.9,MONTE CASEROS AERO,2019-01-22
33.4,22.1,MORON AERO,2019-01-22
32.1,15.4,NEUQUEN AERO,2019-01-22
33.5,19.8,NUEVE DE JULIO,2019-01-22
32.5,17.4,OLAVARRIA AERO,2019-01-22
37.8,23,ORAN AERO,2019-01-22
32.6,20.9,PARANA AERO,2019-01-22
23,11.8,PASO DE INDIOS,2019-01-22
34.6,20.6,PASO DE LOS LIBRES AERO,2019-01-22
36.8,23.7,PCIA. ROQUE SAENZ PE�A AERO,2019-01-22
34.3,21.2,PEHUAJO AERO,2019-01-22
16.5,7.6,PERITO MORENO AERO,2019-01-22
32,13.3,PIGUE AERO,2019-01-22
33.4,21,PILAR OBS.,2019-01-22
36.8,23.2,POSADAS AERO,2019-01-22
21.8,10,PUERTO DESEADO AERO,2019-01-22
27.4,13.2,PUERTO MADRYN AERO,2019-01-22
,20.5,PUNTA INDIO B.A.,2019-01-22
34,22,RAFAELA AERO,2019-01-22
36.2,24.2,RECONQUISTA AERO,2019-01-22
36.7,24.1,RESISTENCIA AERO,2019-01-22
34.6,17.2,RIO COLORADO,2019-01-22
32.2,18.3,RIO CUARTO AERO,2019-01-22
16.2,6,RIO GALLEGOS AERO,2019-01-22
15.6,4.2,RIO GRANDE B.A.,2019-01-22
,28,RIVADAVIA,2019-01-22
33,21.4,ROSARIO AERO,2019-01-22
31.1,15.7,SALTA AERO,2019-01-22
31.2,9.4,SAN ANTONIO OESTE AERO,2019-01-22
32.2,21.7,SAN FERNANDO,2019-01-22
39,19.4,SAN JUAN AERO,2019-01-22
19.1,6.9,SAN JULIAN AERO,2019-01-22
34.6,20.9,SAN LUIS AERO,2019-01-22
37.5,20.3,SAN MARTIN (MZA),2019-01-22
36.1,20.6,SAN RAFAEL AERO,2019-01-22
18,7.3,SANTA CRUZ AERO,2019-01-22
35.7,19,SANTA ROSA AERO,2019-01-22
36.3,18,SANTA ROSA DE CONLARA AERO,2019-01-22
39,23.4,SANTIAGO DEL ESTERO AERO,2019-01-22
33.3,21.9,SAUCE VIEJO AERO,2019-01-22
35,23.9,SUNCHALES AERO,2019-01-22
32.1,14.3,TANDIL AERO,2019-01-22
39,20.6,TARTAGAL AERO,2019-01-22
39,21.5,TERMAS DE RIO HONDO AERO,2019-01-22
38.5,21.5,TINOGASTA,2019-01-22
28.2,17,TRELEW AERO,2019-01-22
35,21,TRENQUE LAUQUEN,2019-01-22
34.2,14,TRES ARROYOS,2019-01-22
35.8,20.7,TUCUMAN AERO,2019-01-22
12.8,6.8,USHUAIA AERO,2019-01-22
33.7,12.7,USPALLATA,2019-01-22
33,20,VENADO TUERTO,2019-01-22
35.7,19.5,VICTORICA,2019-01-22
26.8,13.4,VIEDMA AERO,2019-01-22
36.1,22.7,VILLA DOLORES AERO,2019-01-22
33,17.5,VILLA GESELL AERO,2019-01-22
36.8,23.3,VILLA MARIA DEL RIO SECO,2019-01-22
35,16.8,VILLA REYNOLDS AERO,2019-01-22
28.5,23,AEROPARQUE AERO,2019-01-23
27.3,12.7,AZUL AERO,2019-01-23
36,15.4,BAHIA BLANCA AERO,2019-01-23
27.8,0.9,BARILOCHE AERO,2019-01-23
3.5,-4.5,BASE BELGRANO II,2019-01-23
4,0.2,BASE CARLINI (EX JUBANY),2019-01-23
3,-1.4,BASE ESPERANZA,2019-01-23
-1.4,-4.6,BASE MARAMBIO,2019-01-23
1.7,-1.4,BASE ORCADAS,2019-01-23
2.4,-1.4,BASE SAN MARTIN,2019-01-23
27.5,8.5,BENITO JUAREZ AERO,2019-01-23
32.5,23.4,BERNARDO DE IRIGOYEN AERO,2019-01-23
29.3,17.4,BOLIVAR AERO,2019-01-23
30.4,23,BUENOS AIRES,2019-01-23
29.4,21.4,CAMPO DE MAYO AERO,2019-01-23
41,25.2,CATAMARCA AERO,2019-01-23
34.5,25.7,CERES AERO,2019-01-23
40.2,26.9,CHAMICAL AERO,2019-01-23
30.6,1.4,CHAPELCO AERO,2019-01-23
40,27,CHEPES,2019-01-23
40.2,24.3,CHILECITO AERO,2019-01-23
33.5,15.4,CIPOLLETTI,2019-01-23
29.5,10.5,COMODORO RIVADAVIA AERO,2019-01-23
27.6,19.9,CONCORDIA AERO,2019-01-23
30.4,22,CORDOBA AERO,2019-01-23
30.6,22.8,CORDOBA OBSERVATORIO,2019-01-23
29.7,8.2,CORONEL PRINGLES AERO,2019-01-23
29.8,11.7,CORONEL SUAREZ AERO,2019-01-23
37.5,26.3,CORRIENTES AERO,2019-01-23
26.7,17.4,DOLORES AERO,2019-01-23
,2.5,EL BOLSON AERO,2019-01-23
21.5,4,EL CALAFATE AERO,2019-01-23
30,22.6,EL PALOMAR AERO,2019-01-23
28.3,21.2,EL TREBOL,2019-01-23
29.8,22.4,ESC.AVIACION MILITAR AERO,2019-01-23
25.7,3.5,ESQUEL AERO,2019-01-23
29.9,21.3,EZEIZA AERO,2019-01-23
38.7,26.5,FORMOSA AERO,2019-01-23
31,19.6,GENERAL PICO AERO,2019-01-23
24.2,8.5,GOBERNADOR GREGORES AERO,2019-01-23
28.6,21,GUALEGUAYCHU AERO,2019-01-23
37.5,24,IGUAZU AERO,2019-01-23
36.5,24.2,ITUZAINGO,2019-01-23
37,20,JACHAL,2019-01-23
36.1,20.9,JUJUY AERO,2019-01-23
33.8,18.9,JUJUY U N,2019-01-23
30.5,21.5,JUNIN AERO,2019-01-23
28.4,19.6,LA PLATA AERO,2019-01-23
25.2,8.5,LA QUIACA OBS.,2019-01-23
42,28.2,LA RIOJA AERO,2019-01-23
31.5,23.9,LABOULAYE AERO,2019-01-23
28.5,17,LAS FLORES AERO,2019-01-23
41.4,26,LAS LOMITAS,2019-01-23
31.6,13.8,MALARGUE AERO,2019-01-23
29.9,5,MAQUINCHAO,2019-01-23
21.8,13.8,MAR DEL PLATA AERO,2019-01-23
27.8,20,MARCOS JUAREZ AERO,2019-01-23
30.5,20.5,MARIANO MORENO AERO,2019-01-23
34.4,26.2,MENDOZA AERO,2019-01-23
33.8,24.2,MENDOZA OBSERVATORIO,2019-01-23
33.6,17.8,MERCEDES AERO (CTES),2019-01-23
30.2,20.5,MERLO AERO,2019-01-23
36.7,22,METAN,2019-01-23
29.5,19.8,MONTE CASEROS AERO,2019-01-23
29.8,22.3,MORON AERO,2019-01-23
33.1,13.3,NEUQUEN AERO,2019-01-23
29.7,17.1,NUEVE DE JULIO,2019-01-23
28.2,12.9,OLAVARRIA AERO,2019-01-23
38,24,ORAN AERO,2019-01-23
29.6,21.8,PARANA AERO,2019-01-23
31,8.2,PASO DE INDIOS,2019-01-23
30.4,20,PASO DE LOS LIBRES AERO,2019-01-23
38,26,PCIA. ROQUE SAENZ PE�A AERO,2019-01-23
29.3,18,PEHUAJO AERO,2019-01-23
21,7.8,PERITO MORENO AERO,2019-01-23
29.8,14.8,PIGUE AERO,2019-01-23
29.2,23.5,PILAR OBS.,2019-01-23
36.8,21.3,POSADAS AERO,2019-01-23
25,8.6,PUERTO DESEADO AERO,2019-01-23
27,7.4,PUERTO MADRYN AERO,2019-01-23
26.5,20.5,PUNTA INDIO B.A.,2019-01-23
28.2,22.4,RAFAELA AERO,2019-01-23
32.2,24.2,RECONQUISTA AERO,2019-01-23
37.7,26.7,RESISTENCIA AERO,2019-01-23
36.6,13.8,RIO COLORADO,2019-01-23
28.6,23.6,RIO CUARTO AERO,2019-01-23
26,7.8,RIO GALLEGOS AERO,2019-01-23
15.4,5,RIO GRANDE B.A.,2019-01-23
,30,RIVADAVIA,2019-01-23
28.4,22.3,ROSARIO AERO,2019-01-23
34.2,18.5,SALTA AERO,2019-01-23
23.5,7.5,SAN ANTONIO OESTE AERO,2019-01-23
28.6,23.4,SAN FERNANDO,2019-01-23
37.8,26.2,SAN JUAN AERO,2019-01-23
26.4,7.7,SAN JULIAN AERO,2019-01-23
33.2,23.9,SAN LUIS AERO,2019-01-23
35.5,24.1,SAN MARTIN (MZA),2019-01-23
33.3,22,SAN RAFAEL AERO,2019-01-23
24.6,7.4,SANTA CRUZ AERO,2019-01-23
31.7,15.7,SANTA ROSA AERO,2019-01-23
37.2,19.7,SANTA ROSA DE CONLARA AERO,2019-01-23
40,26,SANTIAGO DEL ESTERO AERO,2019-01-23
30.3,22.3,SAUCE VIEJO AERO,2019-01-23
28.8,24,SUNCHALES AERO,2019-01-23
27.1,13.5,TANDIL AERO,2019-01-23
39,22.4,TARTAGAL AERO,2019-01-23
40.5,24.5,TERMAS DE RIO HONDO AERO,2019-01-23
39.5,24.5,TINOGASTA,2019-01-23
31.6,9.3,TRELEW AERO,2019-01-23
29,18.1,TRENQUE LAUQUEN,2019-01-23
29.6,10.6,TRES ARROYOS,2019-01-23
37.3,23.8,TUCUMAN AERO,2019-01-23
17.5,5,USHUAIA AERO,2019-01-23
33.7,15.4,USPALLATA,2019-01-23
30,20.5,VENADO TUERTO,2019-01-23
31,17.9,VICTORICA,2019-01-23
29.2,12.5,VIEDMA AERO,2019-01-23
37.7,24.1,VILLA DOLORES AERO,2019-01-23
22,16.5,VILLA GESELL AERO,2019-01-23
37.9,24.6,VILLA MARIA DEL RIO SECO,2019-01-23
31.1,22.2,VILLA REYNOLDS AERO,2019-01-23
30.4,23.3,AEROPARQUE AERO,2019-01-24
30.6,14.4,AZUL AERO,2019-01-24
36.7,19.6,BAHIA BLANCA AERO,2019-01-24
27.9,3.1,BARILOCHE AERO,2019-01-24
-1.6,-7,BASE BELGRANO II,2019-01-24
5.8,1.8,BASE CARLINI (EX JUBANY),2019-01-24
2,-1.7,BASE ESPERANZA,2019-01-24
-0.9,-4,BASE MARAMBIO,2019-01-24
3.9,-0.3,BASE ORCADAS,2019-01-24
3.5,-3.3,BASE SAN MARTIN,2019-01-24
31.2,14.5,BENITO JUAREZ AERO,2019-01-24
30.4,19,BERNARDO DE IRIGOYEN AERO,2019-01-24
31.2,18.9,BOLIVAR AERO,2019-01-24
31,23.2,BUENOS AIRES,2019-01-24
31.1,21.8,CAMPO DE MAYO AERO,2019-01-24
40.3,27.3,CATAMARCA AERO,2019-01-24
35.5,22.6,CERES AERO,2019-01-24
38.5,24.9,CHAMICAL AERO,2019-01-24
31,5.4,CHAPELCO AERO,2019-01-24
38,25,CHEPES,2019-01-24
37,25,CHILECITO AERO,2019-01-24
37.5,18.2,CIPOLLETTI,2019-01-24
31.4,15,COMODORO RIVADAVIA AERO,2019-01-24
32.7,20.2,CONCORDIA AERO,2019-01-24
29.1,21.5,CORDOBA AERO,2019-01-24
29.4,22,CORDOBA OBSERVATORIO,2019-01-24
31.8,17.5,CORONEL PRINGLES AERO,2019-01-24
31.7,18.5,CORONEL SUAREZ AERO,2019-01-24
34.4,24.3,CORRIENTES AERO,2019-01-24
26.7,17,DOLORES AERO,2019-01-24
31.3,3.8,EL BOLSON AERO,2019-01-24
18.9,9.5,EL CALAFATE AERO,2019-01-24
31,22.5,EL PALOMAR AERO,2019-01-24
31.5,20.5,EL TREBOL,2019-01-24
27.8,21.8,ESC.AVIACION MILITAR AERO,2019-01-24
24.8,13,ESQUEL AERO,2019-01-24
31.7,21.9,EZEIZA AERO,2019-01-24
35.4,24,FORMOSA AERO,2019-01-24
32,21.8,GENERAL PICO AERO,2019-01-24
21,13.5,GOBERNADOR GREGORES AERO,2019-01-24
30.8,21.2,GUALEGUAYCHU AERO,2019-01-24
34.4,21.1,IGUAZU AERO,2019-01-24
35,22,ITUZAINGO,2019-01-24
35.5,20,JACHAL,2019-01-24
36.1,22.2,JUJUY AERO,2019-01-24
34.9,21.3,JUJUY U N,2019-01-24
29.5,19.2,JUNIN AERO,2019-01-24
30.5,20.5,LA PLATA AERO,2019-01-24
24.4,10.1,LA QUIACA OBS.,2019-01-24
38.2,22.6,LA RIOJA AERO,2019-01-24
31.7,22,LABOULAYE AERO,2019-01-24
30.5,17.6,LAS FLORES AERO,2019-01-24
41.4,27,LAS LOMITAS,2019-01-24
36.2,20,MALARGUE AERO,2019-01-24
35.5,12,MAQUINCHAO,2019-01-24
27,17.2,MAR DEL PLATA AERO,2019-01-24
30.6,20.5,MARCOS JUAREZ AERO,2019-01-24
32,20,MARIANO MORENO AERO,2019-01-24
35.7,22.5,MENDOZA AERO,2019-01-24
34.3,22.8,MENDOZA OBSERVATORIO,2019-01-24
32,21.6,MERCEDES AERO (CTES),2019-01-24
31.3,22.5,MERLO AERO,2019-01-24
,23,METAN,2019-01-24
32.4,20.3,MONTE CASEROS AERO,2019-01-24
31.5,23.3,MORON AERO,2019-01-24
36.7,15.6,NEUQUEN AERO,2019-01-24
31.2,19.2,NUEVE DE JULIO,2019-01-24
29.9,15.1,OLAVARRIA AERO,2019-01-24
39.4,24.4,ORAN AERO,2019-01-24
32.5,20.2,PARANA AERO,2019-01-24
30.2,12.1,PASO DE INDIOS,2019-01-24
32,20,PASO DE LOS LIBRES AERO,2019-01-24
38.1,25,PCIA. ROQUE SAENZ PE�A AERO,2019-01-24
31.5,20.2,PEHUAJO AERO,2019-01-24
21.4,11.5,PERITO MORENO AERO,2019-01-24
31.3,18.3,PIGUE AERO,2019-01-24
30.4,21.1,PILAR OBS.,2019-01-24
34.9,22.5,POSADAS AERO,2019-01-24
26.6,15.8,PUERTO DESEADO AERO,2019-01-24
38.2,16.8,PUERTO MADRYN AERO,2019-01-24
27,21,PUNTA INDIO B.A.,2019-01-24
32,21.4,RAFAELA AERO,2019-01-24
34,22.9,RECONQUISTA AERO,2019-01-24
34.9,24.1,RESISTENCIA AERO,2019-01-24
36.8,25,RIO COLORADO,2019-01-24
29.7,21.1,RIO CUARTO AERO,2019-01-24
22.9,11,RIO GALLEGOS AERO,2019-01-24
18.6,9.6,RIO GRANDE B.A.,2019-01-24
,28,RIVADAVIA,2019-01-24
31.9,21.9,ROSARIO AERO,2019-01-24
34.1,19.8,SALTA AERO,2019-01-24
39.8,11,SAN ANTONIO OESTE AERO,2019-01-24
30.2,22.2,SAN FERNANDO,2019-01-24
39.5,24.5,SAN JUAN AERO,2019-01-24
26.4,16.7,SAN JULIAN AERO,2019-01-24
38.5,23.1,SAN LUIS AERO,2019-01-24
36.9,23,SAN MARTIN (MZA),2019-01-24
36.1,23.2,SAN RAFAEL AERO,2019-01-24
24,13.9,SANTA CRUZ AERO,2019-01-24
31.6,22.9,SANTA ROSA AERO,2019-01-24
38.6,17.8,SANTA ROSA DE CONLARA AERO,2019-01-24
37.6,26,SANTIAGO DEL ESTERO AERO,2019-01-24
32.7,21.4,SAUCE VIEJO AERO,2019-01-24
33.6,21.2,SUNCHALES AERO,2019-01-24
30,14.5,TANDIL AERO,2019-01-24
40.8,22,TARTAGAL AERO,2019-01-24
36.5,25.5,TERMAS DE RIO HONDO AERO,2019-01-24
35.8,21.5,TINOGASTA,2019-01-24
39.6,17.5,TRELEW AERO,2019-01-24
30.9,20.5,TRENQUE LAUQUEN,2019-01-24
32.1,16.5,TRES ARROYOS,2019-01-24
33.6,25,TUCUMAN AERO,2019-01-24
17.5,10,USHUAIA AERO,2019-01-24
36.5,16,USPALLATA,2019-01-24
,,VENADO TUERTO,2019-01-24
30.7,22,VICTORICA,2019-01-24
38.7,19,VIEDMA AERO,2019-01-24
38.6,23.4,VILLA DOLORES AERO,2019-01-24
,17.1,VILLA GESELL AERO,2019-01-24
34,23.6,VILLA MARIA DEL RIO SECO,2019-01-24
34.9,21.6,VILLA REYNOLDS AERO,2019-01-24
28.3,22.4,AEROPARQUE AERO,2019-01-25
26.5,18.8,AZUL AERO,2019-01-25
34.8,22.1,BAHIA BLANCA AERO,2019-01-25
19.6,12.3,BARILOCHE AERO,2019-01-25
-5,-7.4,BASE BELGRANO II,2019-01-25
4.8,-0.8,BASE CARLINI (EX JUBANY),2019-01-25
1.3,-1.7,BASE ESPERANZA,2019-01-25
-2.3,-5.3,BASE MARAMBIO,2019-01-25
6.5,0.7,BASE ORCADAS,2019-01-25
4,-1.8,BASE SAN MARTIN,2019-01-25
25.4,17.2,BENITO JUAREZ AERO,2019-01-25
30.7,20.8,BERNARDO DE IRIGOYEN AERO,2019-01-25
27.1,20.4,BOLIVAR AERO,2019-01-25
28.7,22,BUENOS AIRES,2019-01-25
26.7,21.8,CAMPO DE MAYO AERO,2019-01-25
43,29.3,CATAMARCA AERO,2019-01-25
38.2,26.2,CERES AERO,2019-01-25
42,27.9,CHAMICAL AERO,2019-01-25
23,13.7,CHAPELCO AERO,2019-01-25
42,27.5,CHEPES,2019-01-25
42.4,25,CHILECITO AERO,2019-01-25
36,17.1,CIPOLLETTI,2019-01-25
27.4,14,COMODORO RIVADAVIA AERO,2019-01-25
33.4,22.4,CONCORDIA AERO,2019-01-25
36.4,19.4,CORDOBA AERO,2019-01-25
36.2,21.4,CORDOBA OBSERVATORIO,2019-01-25
28.1,19,CORONEL PRINGLES AERO,2019-01-25
27.8,20.4,CORONEL SUAREZ AERO,2019-01-25
35.6,25.5,CORRIENTES AERO,2019-01-25
24.4,20,DOLORES AERO,2019-01-25
23.2,7.2,EL BOLSON AERO,2019-01-25
13.9,5,EL CALAFATE AERO,2019-01-25
28.5,21.2,EL PALOMAR AERO,2019-01-25
31.8,23.2,EL TREBOL,2019-01-25
35,20,ESC.AVIACION MILITAR AERO,2019-01-25
18.4,11.8,ESQUEL AERO,2019-01-25
29.2,20.5,EZEIZA AERO,2019-01-25
37.5,24.2,FORMOSA AERO,2019-01-25
28.3,20.6,GENERAL PICO AERO,2019-01-25
16,9.8,GOBERNADOR GREGORES AERO,2019-01-25
29.2,22.2,GUALEGUAYCHU AERO,2019-01-25
36.4,22,IGUAZU AERO,2019-01-25
36,23.3,ITUZAINGO,2019-01-25
40.6,17.5,JACHAL,2019-01-25
35.5,21.6,JUJUY AERO,2019-01-25
35.1,20,JUJUY U N,2019-01-25
26,20.2,JUNIN AERO,2019-01-25
26,20.8,LA PLATA AERO,2019-01-25
23.7,9.6,LA QUIACA OBS.,2019-01-25
42.6,28,LA RIOJA AERO,2019-01-25
27.8,21.1,LABOULAYE AERO,2019-01-25
26,19.2,LAS FLORES AERO,2019-01-25
40.9,26.5,LAS LOMITAS,2019-01-25
36.9,15,MALARGUE AERO,2019-01-25
27.8,11,MAQUINCHAO,2019-01-25
25.5,19.7,MAR DEL PLATA AERO,2019-01-25
29.6,21,MARCOS JUAREZ AERO,2019-01-25
28.5,19.5,MARIANO MORENO AERO,2019-01-25
37.4,25.2,MENDOZA AERO,2019-01-25
35.2,25.1,MENDOZA OBSERVATORIO,2019-01-25
34,23.4,MERCEDES AERO (CTES),2019-01-25
28.2,20.9,MERLO AERO,2019-01-25
38,21.8,METAN,2019-01-25
33,22.8,MONTE CASEROS AERO,2019-01-25
28.5,20.9,MORON AERO,2019-01-25
35.7,16.5,NEUQUEN AERO,2019-01-25
26.8,20.3,NUEVE DE JULIO,2019-01-25
26.3,17.6,OLAVARRIA AERO,2019-01-25
39.8,24.2,ORAN AERO,2019-01-25
33,23.4,PARANA AERO,2019-01-25
24.8,11.6,PASO DE INDIOS,2019-01-25
32.5,23,PASO DE LOS LIBRES AERO,2019-01-25
38.5,24.5,PCIA. ROQUE SAENZ PE�A AERO,2019-01-25
27.4,21.5,PEHUAJO AERO,2019-01-25
15,9,PERITO MORENO AERO,2019-01-25
28.5,20.3,PIGUE AERO,2019-01-25
35.3,20,PILAR OBS.,2019-01-25
36.5,24.9,POSADAS AERO,2019-01-25
25.6,11.7,PUERTO DESEADO AERO,2019-01-25
26.6,17,PUERTO MADRYN AERO,2019-01-25
25.4,20.5,PUNTA INDIO B.A.,2019-01-25
34.8,24.1,RAFAELA AERO,2019-01-25
35.6,26.5,RECONQUISTA AERO,2019-01-25
36.5,26.4,RESISTENCIA AERO,2019-01-25
39.8,25.4,RIO COLORADO,2019-01-25
30.4,21.6,RIO CUARTO AERO,2019-01-25
15.7,3.5,RIO GALLEGOS AERO,2019-01-25
15,2.5,RIO GRANDE B.A.,2019-01-25
,28,RIVADAVIA,2019-01-25
29.1,20.4,ROSARIO AERO,2019-01-25
33.6,18.8,SALTA AERO,2019-01-25
26,18.6,SAN ANTONIO OESTE AERO,2019-01-25
27.7,21.9,SAN FERNANDO,2019-01-25
42,23,SAN JUAN AERO,2019-01-25
19.4,9.4,SAN JULIAN AERO,2019-01-25
38.2,20.5,SAN LUIS AERO,2019-01-25
38.7,24.6,SAN MARTIN (MZA),2019-01-25
35,23.1,SAN RAFAEL AERO,2019-01-25
16.4,8.4,SANTA CRUZ AERO,2019-01-25
33.1,20.4,SANTA ROSA AERO,2019-01-25
40.6,24,SANTA ROSA DE CONLARA AERO,2019-01-25
42.5,28,SANTIAGO DEL ESTERO AERO,2019-01-25
32.5,24.5,SAUCE VIEJO AERO,2019-01-25
37,24.2,SUNCHALES AERO,2019-01-25
23.7,18.6,TANDIL AERO,2019-01-25
41.8,21.5,TARTAGAL AERO,2019-01-25
42,25.5,TERMAS DE RIO HONDO AERO,2019-01-25
41.5,22.5,TINOGASTA,2019-01-25
29,18,TRELEW AERO,2019-01-25
27.8,21.1,TRENQUE LAUQUEN,2019-01-25
28,18.8,TRES ARROYOS,2019-01-25
40.6,25,TUCUMAN AERO,2019-01-25
10.2,3.6,USHUAIA AERO,2019-01-25
36.5,17,USPALLATA,2019-01-25
29,20,VENADO TUERTO,2019-01-25
33,20.7,VICTORICA,2019-01-25
36.3,18.7,VIEDMA AERO,2019-01-25
40.3,29.3,VILLA DOLORES AERO,2019-01-25
24,19,VILLA GESELL AERO,2019-01-25
40.8,24.4,VILLA MARIA DEL RIO SECO,2019-01-25
33.1,22.8,VILLA REYNOLDS AERO,2019-01-25
29.6,23.5,AEROPARQUE AERO,2019-01-26
26.7,17.5,AZUL AERO,2019-01-26
28.8,18,BAHIA BLANCA AERO,2019-01-26
26,1,BARILOCHE AERO,2019-01-26
-4.4,-7.5,BASE BELGRANO II,2019-01-26
3.4,-1.4,BASE CARLINI (EX JUBANY),2019-01-26
1,-3,BASE ESPERANZA,2019-01-26
-0.4,-4.3,BASE MARAMBIO,2019-01-26
4.1,-0.4,BASE ORCADAS,2019-01-26
4.6,-2.8,BASE SAN MARTIN,2019-01-26
24.5,18.5,BENITO JUAREZ AERO,2019-01-26
30.9,20.7,BERNARDO DE IRIGOYEN AERO,2019-01-26
28.7,20.1,BOLIVAR AERO,2019-01-26
32.5,22.2,BUENOS AIRES,2019-01-26
33.2,20.8,CAMPO DE MAYO AERO,2019-01-26
35,21,CATAMARCA AERO,2019-01-26
28.4,21.5,CERES AERO,2019-01-26
37.2,20.6,CHAMICAL AERO,2019-01-26
28.4,1.6,CHAPELCO AERO,2019-01-26
37,20.5,CHEPES,2019-01-26
30.8,19,CHILECITO AERO,2019-01-26
31,15.7,CIPOLLETTI,2019-01-26
21.6,7.2,COMODORO RIVADAVIA AERO,2019-01-26
32,25.5,CONCORDIA AERO,2019-01-26
29.2,18.3,CORDOBA AERO,2019-01-26
30.1,19.6,CORDOBA OBSERVATORIO,2019-01-26
25.7,16.4,CORONEL PRINGLES AERO,2019-01-26
26.5,19,CORONEL SUAREZ AERO,2019-01-26
37.2,27.4,CORRIENTES AERO,2019-01-26
29.7,20,DOLORES AERO,2019-01-26
27.7,2.3,EL BOLSON AERO,2019-01-26
17.9,4.5,EL CALAFATE AERO,2019-01-26
33,20,EL PALOMAR AERO,2019-01-26
26.4,21.6,EL TREBOL,2019-01-26
29,19.2,ESC.AVIACION MILITAR AERO,2019-01-26
24.6,-0.5,ESQUEL AERO,2019-01-26
33.4,20.5,EZEIZA AERO,2019-01-26
38.7,26.7,FORMOSA AERO,2019-01-26
27.7,21.6,GENERAL PICO AERO,2019-01-26
22.5,4,GOBERNADOR GREGORES AERO,2019-01-26
31.6,23.5,GUALEGUAYCHU AERO,2019-01-26
35,23,IGUAZU AERO,2019-01-26
35.5,25.1,ITUZAINGO,2019-01-26
35.3,19,JACHAL,2019-01-26
36.5,21.8,JUJUY AERO,2019-01-26
34.2,19.5,JUJUY U N,2019-01-26
30.2,21.2,JUNIN AERO,2019-01-26
31.8,21.8,LA PLATA AERO,2019-01-26
21.9,7.4,LA QUIACA OBS.,2019-01-26
37.5,21,LA RIOJA AERO,2019-01-26
31.9,21.5,LABOULAYE AERO,2019-01-26
31.5,19.9,LAS FLORES AERO,2019-01-26
41.5,27.8,LAS LOMITAS,2019-01-26
33.5,14,MALARGUE AERO,2019-01-26
28.1,2.2,MAQUINCHAO,2019-01-26
25.8,19.6,MAR DEL PLATA AERO,2019-01-26
26.9,21.3,MARCOS JUAREZ AERO,2019-01-26
33.1,18,MARIANO MORENO AERO,2019-01-26
34.5,21,MENDOZA AERO,2019-01-26
33,20,MENDOZA OBSERVATORIO,2019-01-26
34,25.4,MERCEDES AERO (CTES),2019-01-26
33,20.4,MERLO AERO,2019-01-26
34.6,21.9,METAN,2019-01-26
33,25.3,MONTE CASEROS AERO,2019-01-26
32.8,20.7,MORON AERO,2019-01-26
30.1,15.9,NEUQUEN AERO,2019-01-26
30.2,20.6,NUEVE DE JULIO,2019-01-26
25.5,18.1,OLAVARRIA AERO,2019-01-26
40,22.2,ORAN AERO,2019-01-26
25.6,22.6,PARANA AERO,2019-01-26
28.5,5.4,PASO DE INDIOS,2019-01-26
34.6,25.8,PASO DE LOS LIBRES AERO,2019-01-26
38.5,26,PCIA. ROQUE SAENZ PE�A AERO,2019-01-26
29.4,20.9,PEHUAJO AERO,2019-01-26
19,7,PERITO MORENO AERO,2019-01-26
26.8,17.8,PIGUE AERO,2019-01-26
28.5,20,PILAR OBS.,2019-01-26
36.8,26.9,POSADAS AERO,2019-01-26
21.4,6.2,PUERTO DESEADO AERO,2019-01-26
,8,PUERTO MADRYN AERO,2019-01-26
29.5,22,PUNTA INDIO B.A.,2019-01-26
,20.2,RAFAELA AERO,2019-01-26
31.8,25.5,RECONQUISTA AERO,2019-01-26
38.3,26.9,RESISTENCIA AERO,2019-01-26
29.6,13.6,RIO COLORADO,2019-01-26
27.4,20.6,RIO CUARTO AERO,2019-01-26
20,8,RIO GALLEGOS AERO,2019-01-26
17,4.9,RIO GRANDE B.A.,2019-01-26
,,RIVADAVIA,2019-01-26
28.6,21.6,ROSARIO AERO,2019-01-26
33.5,17.5,SALTA AERO,2019-01-26
22.3,14.9,SAN ANTONIO OESTE AERO,2019-01-26
30.6,21.6,SAN FERNANDO,2019-01-26
37,22.6,SAN JUAN AERO,2019-01-26
23.2,4.1,SAN JULIAN AERO,2019-01-26
33.2,20.8,SAN LUIS AERO,2019-01-26
35.2,22.1,SAN MARTIN (MZA),2019-01-26
32.8,21.9,SAN RAFAEL AERO,2019-01-26
23.2,4.3,SANTA CRUZ AERO,2019-01-26
28.5,19,SANTA ROSA AERO,2019-01-26
32.8,20,SANTA ROSA DE CONLARA AERO,2019-01-26
34.8,24.4,SANTIAGO DEL ESTERO AERO,2019-01-26
25.8,23.1,SAUCE VIEJO AERO,2019-01-26
26,21.5,SUNCHALES AERO,2019-01-26
25.3,19.9,TANDIL AERO,2019-01-26
42.2,21.8,TARTAGAL AERO,2019-01-26
34,24,TERMAS DE RIO HONDO AERO,2019-01-26
36.4,19.5,TINOGASTA,2019-01-26
27.4,9.5,TRELEW AERO,2019-01-26
28.2,21,TRENQUE LAUQUEN,2019-01-26
24.4,17.2,TRES ARROYOS,2019-01-26
31,22.8,TUCUMAN AERO,2019-01-26
